0.49, 0.49, 0.15, 0
0.49, 0.56, 0.15, 0
0.49, 0.55, 0.07, 0
0.49,0.55,0.57, 1
0.50,0.72,0.57, 1
0.50,0.72,0.57, 0
0.50,0.72,0.57, 1
0.49,0.55,0.57, 1
0.49, 0.55, 0.08, 0
0.49, 0.49, 0.15, 0
0.49, 0.56, 0.15, 0
0.49, 0.55, 0.07, 0
0.49,0.55,0.57, 1
0.50,0.72,0.57, 1
0.50,0.72,0.57, 0
0.50,0.72,0.57, 1
0.49,0.55,0.57, 1
0.49, 0.55, 0.08, 0
0.49, 0.56, 0.15, 0
